x0b,x0w,x1b,x1w,x2b,x2w,x3b,x3w,x4b,x4w,x5b,x5w,x6b,x6w,x7b,x7w,x8b,x8w,x9b,x9w,x10b,x10w,x11b,x11w,x12b,x12w,x13b,x13w,x14b,x14w,x15b,x15w,x16b,x16w
2.29,-2.29,-2.37,2.37,-0.81,0.81,-0.18,0.18,13.93,-13.93,-8.24,8.24,-13.0,13.0,-2.61,2.61,-10.16,10.16,-1.8,1.8,-0.61,0.61,7.37,-7.37,-0.69,0.69,2.69,-2.69,-4.53,4.53,5.35,-5.35,8.56,-8.56
-0.14,0.14,-2.37,2.37,-0.81,0.81,-0.18,0.18,13.93,-13.93,-8.24,8.24,-13.0,13.0,-2.61,2.61,-10.16,10.16,-1.8,1.8,-0.61,0.61,7.37,-7.37,-0.69,0.69,2.69,-2.69,-4.53,4.53,5.35,-5.35,8.56,-8.56
-0.14,0.14,-2.37,2.37,-0.81,0.81,-0.18,0.18,13.93,-13.93,-8.24,8.24,-13.0,13.0,-2.61,2.61,-10.16,10.16,-1.8,1.8,-0.61,0.61,7.37,-7.37,-0.69,0.69,2.69,-2.69,-6.26,6.26,5.35,-5.35,8.56,-8.56
-0.14,0.14,-2.37,2.37,-1.76,1.76,-0.18,0.18,13.93,-13.93,-8.24,8.24,-13.0,13.0,-2.61,2.61,-10.16,10.16,-1.8,1.8,-0.61,0.61,7.37,-7.37,-0.69,0.69,2.69,-2.69,-6.26,6.26,5.35,-5.35,8.56,-8.56
-0.14,0.14,-2.37,2.37,-1.76,1.76,-0.18,0.18,16.99,-16.99,-8.24,8.24,-13.0,13.0,-2.61,2.61,-10.16,10.16,-1.8,1.8,-0.61,0.61,7.37,-7.37,-0.69,0.69,2.69,-2.69,-6.26,6.26,5.35,-5.35,8.56,-8.56
-0.14,0.14,-2.37,2.37,-1.76,1.76,-0.18,0.18,16.99,-16.99,-8.24,8.24,-13.0,13.0,-2.61,2.61,-10.16,10.16,-1.8,1.8,-0.61,0.61,7.37,-7.37,-0.69,0.69,2.69,-2.69,-6.26,6.26,5.35,-5.35,8.56,-8.56
0.48,-0.48,-5.21,5.21,-1.76,1.76,-0.18,0.18,16.99,-16.99,-8.24,8.24,-13.0,13.0,-2.61,2.61,-10.16,10.16,-1.8,1.8,-0.61,0.61,7.37,-7.37,-0.69,0.69,2.69,-2.69,-6.26,6.26,5.35,-5.35,8.56,-8.56
0.48,-0.48,-5.21,5.21,-1.76,1.76,-0.18,0.18,16.99,-16.99,-8.24,8.24,-13.0,13.0,-2.61,2.61,-10.16,10.16,-1.8,1.8,-0.61,0.61,7.37,-7.37,-0.69,0.69,2.69,-2.69,-6.26,6.26,5.35,-5.35,8.56,-8.56
0.48,-0.48,-5.21,5.21,-1.76,1.76,-0.18,0.18,16.99,-16.99,-8.24,8.24,-13.0,13.0,-2.61,2.61,-10.16,10.16,-1.8,1.8,-1.66,1.66,7.37,-7.37,-0.69,0.69,2.69,-2.69,-6.26,6.26,5.35,-5.35,8.56,-8.56
-0.35,0.35,-5.21,5.21,-1.44,1.44,-0.18,0.18,16.99,-16.99,-8.24,8.24,-13.0,13.0,-2.61,2.61,-10.16,10.16,-3.18,3.18,-1.66,1.66,7.37,-7.37,-0.69,0.69,2.69,-2.69,-6.26,6.26,5.35,-5.35,8.56,-8.56
-0.35,0.35,-5.21,5.21,-1.44,1.44,-0.07,0.07,16.99,-16.99,-8.65,8.65,3.17,-3.17,-2.61,2.61,-10.16,10.16,-3.18,3.18,-1.66,1.66,7.37,-7.37,-0.69,0.69,2.69,-2.69,-6.26,6.26,5.35,-5.35,8.56,-8.56
-0.35,0.35,-5.21,5.21,-1.44,1.44,-0.07,0.07,16.99,-16.99,-8.65,8.65,-6.83,6.83,-2.61,2.61,-10.16,10.16,-3.18,3.18,-1.66,1.66,7.37,-7.37,-0.88,0.88,2.69,-2.69,-6.26,6.26,5.35,-5.35,8.56,-8.56
-0.35,0.35,-5.21,5.21,-1.44,1.44,-0.07,0.07,14.14,-14.14,-8.65,8.65,-6.83,6.83,-2.61,2.61,-10.16,10.16,-1.49,1.49,-1.66,1.66,7.37,-7.37,-0.88,0.88,2.98,-2.98,-6.26,6.26,5.35,-5.35,8.56,-8.56
-0.35,0.35,-5.21,5.21,-1.44,1.44,-0.07,0.07,14.14,-14.14,-8.65,8.65,-6.82,6.82,-1.53,1.53,-10.16,10.16,-1.49,1.49,-1.66,1.66,7.37,-7.37,-0.88,0.88,2.98,-2.98,-6.26,6.26,5.35,-5.35,8.56,-8.56
-0.35,0.35,-5.21,5.21,-1.44,1.44,-0.07,0.07,14.14,-14.14,-8.65,8.65,-6.82,6.82,-1.53,1.53,-10.16,10.16,-2.28,2.28,-1.66,1.66,7.37,-7.37,-0.88,0.88,2.98,-2.98,-6.26,6.26,5.35,-5.35,8.56,-8.56
-0.35,0.35,-5.21,5.21,-1.44,1.44,-0.07,0.07,14.14,-14.14,-8.65,8.65,-6.82,6.82,-1.81,1.81,-10.16,10.16,-2.28,2.28,-1.66,1.66,7.37,-7.37,-0.88,0.88,2.98,-2.98,-6.26,6.26,5.35,-5.35,8.56,-8.56
-0.35,0.35,-5.21,5.21,-1.44,1.44,-0.33,0.33,14.56,-14.56,-8.65,8.65,-6.82,6.82,-1.36,1.36,-10.16,10.16,-2.28,2.28,-1.66,1.66,7.37,-7.37,-0.88,0.88,2.98,-2.98,-6.26,6.26,5.35,-5.35,8.56,-8.56
-0.35,0.35,-1.7,1.7,-1.44,1.44,-0.33,0.33,14.56,-14.56,-8.65,8.65,-6.82,6.82,-1.36,1.36,-10.16,10.16,-2.28,2.28,-1.66,1.66,7.37,-7.37,-0.88,0.88,2.98,-2.98,-6.26,6.26,5.35,-5.35,8.56,-8.56
-0.35,0.35,-1.7,1.7,-1.44,1.44,-0.14,0.14,14.56,-14.56,-8.65,8.65,-6.82,6.82,-1.36,1.36,-10.16,10.16,-2.28,2.28,-1.66,1.66,7.37,-7.37,-0.88,0.88,2.98,-2.98,-6.26,6.26,5.35,-5.35,6.28,-6.28
-0.35,0.35,-1.7,1.7,-1.69,1.69,-0.14,0.14,14.56,-14.56,-8.65,8.65,-6.82,6.82,-1.77,1.77,-10.16,10.16,-2.28,2.28,-1.66,1.66,7.37,-7.37,-0.88,0.88,2.98,-2.98,-6.26,6.26,5.35,-5.35,6.28,-6.28
-0.35,0.35,-1.7,1.7,-1.69,1.69,-0.14,0.14,14.56,-14.56,-8.65,8.65,-6.82,6.82,-1.77,1.77,-10.16,10.16,-2.28,2.28,-1.66,1.66,7.37,-7.37,-0.88,0.88,2.98,-2.98,-6.26,6.26,5.35,-5.35,6.28,-6.28
-0.35,0.35,-1.77,1.77,-1.69,1.69,-0.14,0.14,14.56,-14.56,-8.65,8.65,-6.82,6.82,-1.77,1.77,-8.62,8.62,-2.28,2.28,-1.66,1.66,7.37,-7.37,-0.88,0.88,2.98,-2.98,-6.26,6.26,5.35,-5.35,6.28,-6.28
-0.35,0.35,-1.77,1.77,-1.69,1.69,-0.14,0.14,14.57,-14.57,-8.65,8.65,-6.82,6.82,-1.77,1.77,-8.62,8.62,-2.28,2.28,-1.66,1.66,7.37,-7.37,-0.88,0.88,2.98,-2.98,-6.6,6.6,6.1,-6.1,6.28,-6.28
0.21,-0.21,-1.77,1.77,-1.69,1.69,-0.14,0.14,14.57,-14.57,-8.65,8.65,-6.82,6.82,-0.66,0.66,-8.62,8.62,-0.97,0.97,-1.66,1.66,7.37,-7.37,-0.88,0.88,2.98,-2.98,-6.6,6.6,6.1,-6.1,7.34,-7.34
0.21,-0.21,-1.77,1.77,-1.69,1.69,-0.14,0.14,14.57,-14.57,-8.65,8.65,-6.82,6.82,-0.66,0.66,-8.62,8.62,-0.97,0.97,-1.66,1.66,7.37,-7.37,-0.88,0.88,2.98,-2.98,-6.6,6.6,6.1,-6.1,7.34,-7.34
0.21,-0.21,-1.77,1.77,-1.69,1.69,-0.14,0.14,14.57,-14.57,-8.65,8.65,-6.82,6.82,-0.66,0.66,-8.62,8.62,-0.97,0.97,-1.66,1.66,7.37,-7.37,-0.88,0.88,2.98,-2.98,-6.6,6.6,6.1,-6.1,7.34,-7.34
0.21,-0.21,-1.77,1.77,-1.69,1.69,-0.14,0.14,14.71,-14.71,-8.65,8.65,-6.82,6.82,-0.66,0.66,-8.62,8.62,-1.26,1.26,-1.66,1.66,7.37,-7.37,-0.88,0.88,2.98,-2.98,-6.6,6.6,6.1,-6.1,7.34,-7.34
0.21,-0.21,-1.77,1.77,-1.69,1.69,-0.14,0.14,14.71,-14.71,-8.65,8.65,-10.94,10.94,-0.66,0.66,-8.62,8.62,-1.26,1.26,-0.99,0.99,7.37,-7.37,-0.88,0.88,2.98,-2.98,-6.6,6.6,6.1,-6.1,7.34,-7.34
0.21,-0.21,-1.77,1.77,-1.69,1.69,-0.14,0.14,14.71,-14.71,-8.65,8.65,-10.94,10.94,-0.66,0.66,-8.62,8.62,-1.26,1.26,-0.99,0.99,7.37,-7.37,-0.88,0.88,2.98,-2.98,-6.6,6.6,6.1,-6.1,7.34,-7.34
0.21,-0.21,-1.77,1.77,-1.69,1.69,-0.14,0.14,14.71,-14.71,-8.65,8.65,-10.94,10.94,-0.7,0.7,-8.62,8.62,-1.26,1.26,-0.99,0.99,7.37,-7.37,-0.88,0.88,2.98,-2.98,-6.6,6.6,6.1,-6.1,7.34,-7.34
0.21,-0.21,-1.77,1.77,-1.69,1.69,-0.14,0.14,14.71,-14.71,-8.65,8.65,-10.94,10.94,-0.7,0.7,-8.62,8.62,-1.21,1.21,-0.99,0.99,7.37,-7.37,-0.88,0.88,2.98,-2.98,-6.6,6.6,6.1,-6.1,7.34,-7.34
0.21,-0.21,-1.77,1.77,-1.69,1.69,-0.14,0.14,14.71,-14.71,-8.65,8.65,-10.94,10.94,-0.7,0.7,-8.62,8.62,-1.21,1.21,-0.99,0.99,7.37,-7.37,-1.06,1.06,2.98,-2.98,-6.6,6.6,6.1,-6.1,7.34,-7.34
0.21,-0.21,-1.77,1.77,-1.69,1.69,-0.14,0.14,14.71,-14.71,-8.65,8.65,-10.94,10.94,-0.66,0.66,-8.62,8.62,-1.21,1.21,-0.99,0.99,7.37,-7.37,-1.06,1.06,2.98,-2.98,-6.6,6.6,6.1,-6.1,7.34,-7.34
0.21,-0.21,-1.77,1.77,-1.59,1.59,-0.14,0.14,14.71,-14.71,-8.65,8.65,-10.94,10.94,-0.66,0.66,-8.62,8.62,-1.21,1.21,-0.99,0.99,6.87,-6.87,-1.06,1.06,2.91,-2.91,-6.6,6.6,6.1,-6.1,7.34,-7.34
0.21,-0.21,-1.77,1.77,-1.59,1.59,-0.14,0.14,14.71,-14.71,-8.65,8.65,-10.94,10.94,-0.66,0.66,-8.62,8.62,-1.38,1.38,-0.99,0.99,6.87,-6.87,-1.06,1.06,2.91,-2.91,-6.6,6.6,6.1,-6.1,7.34,-7.34
0.21,-0.21,-1.77,1.77,-1.59,1.59,-0.14,0.14,14.71,-14.71,-8.65,8.65,-10.94,10.94,-0.66,0.66,-8.62,8.62,-0.54,0.54,-0.99,0.99,6.87,-6.87,-1.06,1.06,2.91,-2.91,-6.6,6.6,6.1,-6.1,7.34,-7.34
0.21,-0.21,-1.77,1.77,-1.76,1.76,-0.14,0.14,14.71,-14.71,-8.65,8.65,-8.83,8.83,-0.66,0.66,-8.62,8.62,-0.54,0.54,-0.99,0.99,6.87,-6.87,-1.06,1.06,2.91,-2.91,-6.6,6.6,6.1,-6.1,7.34,-7.34
0.21,-0.21,-1.77,1.77,-1.76,1.76,-0.14,0.14,14.71,-14.71,-8.65,8.65,-8.83,8.83,-0.66,0.66,-8.62,8.62,-0.54,0.54,-0.99,0.99,6.87,-6.87,-1.06,1.06,3.06,-3.06,-6.6,6.6,6.1,-6.1,7.34,-7.34
0.21,-0.21,-1.77,1.77,-1.76,1.76,-0.1,0.1,14.71,-14.71,-8.65,8.65,-20.0,20.0,-0.66,0.66,-8.62,8.62,-0.54,0.54,-0.99,0.99,6.87,-6.87,-1.06,1.06,3.06,-3.06,-6.6,6.6,6.1,-6.1,7.34,-7.34
0.21,-0.21,-1.77,1.77,-1.76,1.76,-0.1,0.1,14.71,-14.71,-8.65,8.65,-20.0,20.0,-0.66,0.66,-8.97,8.97,-0.54,0.54,-0.99,0.99,6.87,-6.87,-1.06,1.06,3.06,-3.06,-6.6,6.6,6.1,-6.1,7.34,-7.34
0.21,-0.21,-1.77,1.77,-1.76,1.76,-0.1,0.1,14.71,-14.71,-8.65,8.65,-20.0,20.0,-0.66,0.66,-8.97,8.97,-0.54,0.54,-0.99,0.99,6.87,-6.87,-1.06,1.06,3.06,-3.06,-6.6,6.6,6.1,-6.1,7.34,-7.34
0.48,-0.48,-1.77,1.77,-1.76,1.76,-0.1,0.1,14.71,-14.71,-8.65,8.65,-20.0,20.0,-0.66,0.66,-8.97,8.97,-8.13,8.13,-0.99,0.99,6.87,-6.87,-1.06,1.06,3.06,-3.06,-6.6,6.6,6.1,-6.1,7.34,-7.34
0.48,-0.48,-1.77,1.77,-1.76,1.76,-0.1,0.1,14.71,-14.71,-8.65,8.65,-20.0,20.0,-0.66,0.66,-8.97,8.97,-8.13,8.13,-0.99,0.99,6.87,-6.87,-1.06,1.06,3.06,-3.06,-6.6,6.6,6.1,-6.1,7.34,-7.34
0.48,-0.48,-1.77,1.77,-1.76,1.76,-0.1,0.1,14.71,-14.71,-8.65,8.65,-20.0,20.0,-0.66,0.66,-8.97,8.97,-8.13,8.13,-0.99,0.99,6.87,-6.87,-0.75,0.75,3.06,-3.06,-6.6,6.6,6.1,-6.1,7.34,-7.34
0.48,-0.48,-1.77,1.77,-1.76,1.76,-0.1,0.1,14.71,-14.71,-8.65,8.65,-20.0,20.0,-0.66,0.66,-8.97,8.97,-8.13,8.13,-0.99,0.99,6.87,-6.87,-0.75,0.75,3.06,-3.06,-10.02,10.02,6.1,-6.1,7.34,-7.34
0.48,-0.48,-1.77,1.77,-1.76,1.76,-0.1,0.1,14.71,-14.71,-8.65,8.65,-20.0,20.0,-0.66,0.66,-8.97,8.97,-8.37,8.37,-0.99,0.99,7.46,-7.46,-0.75,0.75,3.06,-3.06,-10.02,10.02,3.79,-3.79,7.34,-7.34
0.48,-0.48,-1.77,1.77,-1.76,1.76,-0.11,0.11,14.71,-14.71,-8.65,8.65,-20.0,20.0,-0.66,0.66,-8.97,8.97,-8.37,8.37,-0.99,0.99,7.46,-7.46,-0.75,0.75,3.06,-3.06,-10.02,10.02,3.79,-3.79,7.34,-7.34
0.48,-0.48,-1.77,1.77,-1.76,1.76,-0.11,0.11,14.71,-14.71,-8.65,8.65,-20.0,20.0,-0.66,0.66,-8.97,8.97,-8.37,8.37,-0.99,0.99,7.46,-7.46,-0.75,0.75,3.06,-3.06,-10.02,10.02,3.79,-3.79,7.34,-7.34
0.48,-0.48,-1.77,1.77,-1.76,1.76,-0.11,0.11,14.71,-14.71,-8.65,8.65,-20.0,20.0,-0.66,0.66,-8.97,8.97,-8.12,8.12,-0.99,0.99,7.46,-7.46,-0.75,0.75,3.06,-3.06,-10.02,10.02,3.79,-3.79,7.34,-7.34
0.48,-0.48,-1.77,1.77,-1.76,1.76,-0.11,0.11,14.71,-14.71,-8.65,8.65,-20.0,20.0,-1.09,1.09,-8.97,8.97,-8.24,8.24,-0.99,0.99,7.46,-7.46,-0.75,0.75,3.06,-3.06,-6.84,6.84,3.79,-3.79,7.34,-7.34
0.48,-0.48,-1.77,1.77,-1.76,1.76,-0.11,0.11,14.71,-14.71,-8.65,8.65,-20.0,20.0,-1.09,1.09,-8.97,8.97,-8.24,8.24,-0.99,0.99,7.46,-7.46,-0.75,0.75,3.06,-3.06,-6.84,6.84,3.79,-3.79,7.34,-7.34
0.48,-0.48,-1.77,1.77,-1.76,1.76,-0.11,0.11,14.71,-14.71,-8.65,8.65,-20.0,20.0,-1.09,1.09,-8.97,8.97,-8.24,8.24,-0.99,0.99,7.46,-7.46,-0.75,0.75,3.06,-3.06,-6.84,6.84,3.79,-3.79,7.34,-7.34
0.48,-0.48,-1.77,1.77,-1.76,1.76,-0.11,0.11,14.71,-14.71,-8.65,8.65,-20.0,20.0,-1.09,1.09,-8.97,8.97,-8.24,8.24,-0.99,0.99,7.46,-7.46,-0.75,0.75,3.06,-3.06,-6.84,6.84,3.79,-3.79,7.34,-7.34
0.48,-0.48,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-8.65,8.65,-20.0,20.0,-1.09,1.09,-8.97,8.97,-8.24,8.24,-0.99,0.99,7.46,-7.46,-0.75,0.75,3.06,-3.06,-6.84,6.84,3.79,-3.79,7.34,-7.34
0.48,-0.48,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-2.95,2.95,-20.0,20.0,-1.09,1.09,-8.97,8.97,-8.04,8.04,-0.99,0.99,7.46,-7.46,-0.75,0.75,3.06,-3.06,-6.84,6.84,3.79,-3.79,7.34,-7.34
0.48,-0.48,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-2.95,2.95,-20.0,20.0,-1.09,1.09,-8.97,8.97,-8.04,8.04,-0.99,0.99,7.46,-7.46,-0.75,0.75,3.06,-3.06,-6.84,6.84,3.79,-3.79,7.34,-7.34
0.48,-0.48,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-2.95,2.95,-20.0,20.0,-1.09,1.09,-8.97,8.97,-8.04,8.04,-0.99,0.99,7.46,-7.46,-0.75,0.75,1.88,-1.88,-6.84,6.84,3.79,-3.79,7.34,-7.34
0.48,-0.48,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-2.95,2.95,-20.0,20.0,-1.09,1.09,-8.97,8.97,-8.04,8.04,-0.99,0.99,7.46,-7.46,-0.75,0.75,1.88,-1.88,-6.84,6.84,3.79,-3.79,7.34,-7.34
0.48,-0.48,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-2.95,2.95,-20.0,20.0,-1.09,1.09,-8.97,8.97,-8.04,8.04,-2.98,2.98,7.46,-7.46,-0.75,0.75,1.88,-1.88,-6.84,6.84,3.79,-3.79,7.34,-7.34
0.48,-0.48,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-2.95,2.95,-20.0,20.0,-1.09,1.09,-8.97,8.97,-8.04,8.04,-2.98,2.98,7.46,-7.46,-0.75,0.75,1.88,-1.88,-6.84,6.84,3.79,-3.79,7.34,-7.34
0.48,-0.48,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-2.95,2.95,-20.0,20.0,-1.26,1.26,-8.97,8.97,-8.04,8.04,-2.98,2.98,7.46,-7.46,-0.75,0.75,1.88,-1.88,-6.84,6.84,3.79,-3.79,7.34,-7.34
0.48,-0.48,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-2.95,2.95,-20.0,20.0,-1.26,1.26,-8.97,8.97,-8.04,8.04,-2.98,2.98,7.46,-7.46,-0.75,0.75,1.88,-1.88,-6.84,6.84,4.69,-4.69,7.34,-7.34
0.48,-0.48,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-2.95,2.95,-20.0,20.0,-1.26,1.26,-8.97,8.97,-8.04,8.04,-2.98,2.98,7.46,-7.46,-0.75,0.75,1.84,-1.84,-6.84,6.84,4.69,-4.69,7.59,-7.59
0.48,-0.48,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-2.95,2.95,-20.0,20.0,-2.93,2.93,-8.97,8.97,-8.04,8.04,-2.98,2.98,7.46,-7.46,-0.75,0.75,1.84,-1.84,-6.84,6.84,4.69,-4.69,7.59,-7.59
0.48,-0.48,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-2.95,2.95,-20.0,20.0,-2.93,2.93,-8.97,8.97,-8.04,8.04,-2.98,2.98,7.46,-7.46,-0.75,0.75,1.84,-1.84,-6.84,6.84,4.66,-4.66,7.59,-7.59
0.48,-0.48,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-2.95,2.95,-20.0,20.0,-2.93,2.93,-8.97,8.97,-8.04,8.04,-2.98,2.98,7.46,-7.46,-0.75,0.75,1.84,-1.84,-6.84,6.84,4.66,-4.66,7.59,-7.59
0.48,-0.48,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-8.25,8.25,-12.01,12.01,-2.93,2.93,-7.93,7.93,-8.04,8.04,-2.98,2.98,7.46,-7.46,-0.75,0.75,3.95,-3.95,-6.84,6.84,4.66,-4.66,8.13,-8.13
0.48,-0.48,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-8.25,8.25,-12.01,12.01,-2.93,2.93,-7.93,7.93,-8.04,8.04,-2.98,2.98,7.46,-7.46,-0.75,0.75,3.95,-3.95,-10.97,10.97,4.66,-4.66,8.13,-8.13
0.48,-0.48,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-8.25,8.25,-12.01,12.01,-2.93,2.93,-7.93,7.93,-8.04,8.04,-2.98,2.98,7.46,-7.46,-1.01,1.01,3.95,-3.95,-10.97,10.97,4.66,-4.66,8.13,-8.13
0.48,-0.48,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-8.25,8.25,-12.01,12.01,-2.93,2.93,-7.93,7.93,-8.04,8.04,-2.98,2.98,7.46,-7.46,-1.01,1.01,3.95,-3.95,-10.97,10.97,4.66,-4.66,8.13,-8.13
0.48,-0.48,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-8.25,8.25,-12.01,12.01,-2.93,2.93,-8.29,8.29,-8.04,8.04,-2.98,2.98,7.46,-7.46,-1.01,1.01,3.95,-3.95,-10.97,10.97,4.66,-4.66,8.13,-8.13
0.48,-0.48,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-8.25,8.25,-12.01,12.01,-2.93,2.93,-8.29,8.29,-9.38,9.38,-2.98,2.98,7.46,-7.46,-1.01,1.01,3.95,-3.95,-10.97,10.97,4.66,-4.66,8.13,-8.13
0.48,-0.48,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-8.25,8.25,-12.01,12.01,-2.93,2.93,-8.29,8.29,-9.38,9.38,-2.98,2.98,7.46,-7.46,-1.01,1.01,3.95,-3.95,-10.97,10.97,4.66,-4.66,4.33,-4.33
0.48,-0.48,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-8.25,8.25,-20.0,20.0,-2.93,2.93,-8.29,8.29,-9.38,9.38,-2.98,2.98,7.46,-7.46,-1.01,1.01,3.98,-3.98,-10.97,10.97,4.66,-4.66,4.33,-4.33
0.48,-0.48,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-8.25,8.25,-20.0,20.0,-2.93,2.93,-8.29,8.29,-9.38,9.38,-2.98,2.98,7.46,-7.46,-1.01,1.01,3.98,-3.98,-10.97,10.97,4.66,-4.66,4.33,-4.33
0.48,-0.48,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-8.25,8.25,-20.0,20.0,-2.93,2.93,-8.29,8.29,-9.38,9.38,-2.98,2.98,7.46,-7.46,-1.01,1.01,3.98,-3.98,-10.97,10.97,4.66,-4.66,4.33,-4.33
0.48,-0.48,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-8.25,8.25,-20.0,20.0,-3.25,3.25,-8.29,8.29,-9.38,9.38,-2.98,2.98,7.46,-7.46,-1.01,1.01,3.98,-3.98,-10.97,10.97,4.66,-4.66,4.33,-4.33
0.48,-0.48,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-8.25,8.25,-20.0,20.0,-3.25,3.25,-8.29,8.29,-9.38,9.38,-2.98,2.98,7.46,-7.46,-1.01,1.01,3.98,-3.98,-10.97,10.97,4.66,-4.66,4.33,-4.33
0.48,-0.48,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-8.25,8.25,-20.0,20.0,-3.25,3.25,-8.29,8.29,-9.38,9.38,-2.98,2.98,7.46,-7.46,-1.01,1.01,3.98,-3.98,-10.97,10.97,4.66,-4.66,7.17,-7.17
0.48,-0.48,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-8.25,8.25,-14.0,14.0,-3.25,3.25,-8.29,8.29,-9.38,9.38,-2.98,2.98,7.46,-7.46,-1.01,1.01,3.98,-3.98,-10.97,10.97,4.66,-4.66,7.17,-7.17
0.48,-0.48,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-8.25,8.25,-20.0,20.0,-3.25,3.25,-8.29,8.29,-9.38,9.38,-2.98,2.98,7.46,-7.46,-1.01,1.01,3.98,-3.98,-10.97,10.97,4.66,-4.66,7.17,-7.17
0.48,-0.48,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-8.25,8.25,-20.0,20.0,-3.25,3.25,-8.29,8.29,-9.38,9.38,-2.98,2.98,7.68,-7.68,-1.01,1.01,6.21,-6.21,-10.97,10.97,4.66,-4.66,7.17,-7.17
0.48,-0.48,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-8.25,8.25,-20.0,20.0,-3.25,3.25,-8.29,8.29,-9.38,9.38,-2.98,2.98,7.68,-7.68,-1.01,1.01,6.21,-6.21,-10.97,10.97,4.66,-4.66,7.17,-7.17
0.63,-0.63,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-8.25,8.25,-20.0,20.0,-3.25,3.25,-8.29,8.29,-9.38,9.38,-2.98,2.98,7.68,-7.68,-1.74,1.74,6.21,-6.21,-11.02,11.02,4.66,-4.66,7.17,-7.17
0.63,-0.63,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-8.25,8.25,-20.0,20.0,-3.25,3.25,-8.29,8.29,-9.38,9.38,-2.98,2.98,6.49,-6.49,-1.74,1.74,6.21,-6.21,-11.02,11.02,4.66,-4.66,7.17,-7.17
0.63,-0.63,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-8.25,8.25,-20.0,20.0,-3.25,3.25,-8.29,8.29,-8.25,8.25,-2.98,2.98,6.49,-6.49,-1.74,1.74,5.66,-5.66,-11.02,11.02,4.66,-4.66,7.17,-7.17
0.63,-0.63,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-8.25,8.25,-20.0,20.0,-3.25,3.25,-8.29,8.29,-8.25,8.25,-2.98,2.98,6.49,-6.49,-1.74,1.74,5.66,-5.66,-11.02,11.02,4.66,-4.66,7.17,-7.17
0.63,-0.63,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-8.25,8.25,-20.0,20.0,-3.25,3.25,-8.29,8.29,-8.25,8.25,-2.98,2.98,6.49,-6.49,-1.74,1.74,5.66,-5.66,-11.02,11.02,4.66,-4.66,7.17,-7.17
0.63,-0.63,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-8.25,8.25,-20.0,20.0,-3.25,3.25,-8.29,8.29,-9.95,9.95,-2.98,2.98,6.49,-6.49,-1.74,1.74,5.66,-5.66,-11.02,11.02,4.66,-4.66,7.17,-7.17
0.63,-0.63,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-8.25,8.25,-20.0,20.0,-3.25,3.25,-8.29,8.29,-2.13,2.13,-2.98,2.98,6.49,-6.49,-1.74,1.74,5.66,-5.66,-11.02,11.02,5.19,-5.19,7.17,-7.17
